,Регион,Год,Объем_сточных_вод_млн_м3,Инвестиции_норм_%,ВРП_на_душу_руб,Индексы_производства_продукции_СХ_%,Доля_городского_населения_%,Использование_свеж_воды_млн_м3,Индекс_промыш_производства_%,Числ_насел
1535,Свердловская область,2023,486.0,1.9881143933080807,975700.0,95.7,85.9,620.0,111.8,4222.7
1536,Смоленская область,2000,109.0,0.0803184722429514,25798.1,96.9,70.4,228.0,107.82,1082.2
1537,Смоленская область,2001,99.0,0.0970410619636109,33575.4,105.2,70.7,219.0,107.46,1063.3
1538,Смоленская область,2002,93.0,0.1347243401689983,39983.1,96.3,70.9,216.0,102.63,1045.9
1539,Смоленская область,2003,91.0,0.0806625962347486,47084.3,99.6,71.3,222.0,105.76,1039.1
1540,Смоленская область,2004,94.0,0.1370765532247803,54178.9,100.6,70.9,214.0,99.8,1032.3
1541,Смоленская область,2005,90.0,0.1623548658844787,63687.0,93.3,71.3,214.0,104.7,1025.4
1542,Смоленская область,2006,90.0,0.1186087642991065,77366.8,91.4,71.8,198.0,105.6,1017.9
1543,Смоленская область,2007,85.0,0.251647694857236,94432.4,103.2,72.0,185.0,108.7,1009.0
1544,Смоленская область,2008,82.0,0.1877734859742453,121012.7,98.9,72.3,187.0,96.1,1000.7
1545,Смоленская область,2009,79.0,0.2557836566575375,125743.1,96.7,72.4,178.0,94.5,993.0
1546,Смоленская область,2010,73.0,0.2993481427271981,156567.3,89.9,72.7,169.0,106.1,982.9
1547,Смоленская область,2011,68.0,0.1783384353318235,184391.7,114.3,72.7,167.0,102.7,978.3
1548,Смоленская область,2012,66.71,0.3376373645431257,207085.5,100.2,72.6,160.24,105.9,970.8
1549,Смоленская область,2013,62.06,0.1521823955418436,233809.0,101.3,72.6,150.6,104.7,961.4
1550,Смоленская область,2014,57.57,0.4127633195162883,244802.8,95.3,72.5,153.23,101.7,956.1
1551,Смоленская область,2015,58.45,0.3166357922735198,269634.7,95.4,72.5,148.13,101.4,948.0
1552,Смоленская область,2016,58.65,0.1887239180123041,300467.9,99.3,72.6,145.52,102.5,940.6
1553,Смоленская область,2017,59.11,0.0086888607015335,334461.0,101.9,72.4,151.71,103.6,934.8
1554,Смоленская область,2018,54.4,0.0093057987541929,360185.4,106.1,72.3,133.31,100.1,925.7
1555,Смоленская область,2019,46.18,0.1010420985598343,379207.5,104.9,72.3,134.01,105.1,916.2
1556,Смоленская область,2020,44.67,0.2494443882874613,401921.6,96.4,72.5,130.41,105.7,900.3
1557,Смоленская область,2021,43.18,0.2184897190595286,479884.3,89.0,72.6,134.56,106.1,886.9
1558,Смоленская область,2022,44.35,0.026783582364404,549222.4,112.5,72.7,132.05,100.1,873.0
1559,Смоленская область,2023,49.0,0.0889070922099229,640800.0,100.7,72.7,137.0,111.1,864.0
1560,Ставропольский край,2000,221.0,0.2729958088602036,19603.9,102.6,55.9,3170.0,110.88,2740.9
1561,Ставропольский край,2001,228.0,0.229886649651343,24780.1,113.9,55.9,3169.0,104.9,2736.2
1562,Ставропольский край,2002,223.0,0.3679106469897994,29453.4,113.3,56.0,3075.0,98.36,2732.5
1563,Ставропольский край,2003,222.0,0.5644134200543289,37058.0,87.7,56.1,2947.0,108.39,2739.1
1564,Ставропольский край,2004,224.0,0.5628115914047813,44610.0,126.3,56.2,2839.0,104.9,2741.1
1565,Ставропольский край,2005,220.0,0.969399458140279,53414.6,109.6,56.4,2783.0,108.7,2746.9
1566,Ставропольский край,2006,211.0,0.6307397106152687,66136.4,96.7,56.6,2790.0,109.0,2747.1
1567,Ставропольский край,2007,203.0,1.097200948885797,80715.3,103.7,56.8,3072.0,106.8,2759.7
1568,Ставропольский край,2008,194.0,0.2664695700238552,99503.3,114.0,56.9,3091.0,101.0,2767.6
1569,Ставропольский край,2009,189.0,0.403886730796282,99994.7,90.3,57.0,2675.0,101.4,2777.7
1570,Ставропольский край,2010,144.0,0.4527347798064516,118920.6,102.6,57.2,3373.0,105.3,2785.5
1571,Ставропольский край,2011,138.0,0.4284364890789018,142133.2,116.5,57.5,3499.0,111.9,2797.9
1572,Ставропольский край,2012,131.4,0.4697704754612239,153902.2,79.9,57.9,3375.83,102.9,2812.9
1573,Ставропольский край,2013,134.37,0.3967352823934358,170518.6,117.2,58.3,2837.63,103.7,2827.6
1574,Ставропольский край,2014,132.24,1.041961416931461,190724.1,106.1,58.6,3077.29,102.4,2843.4
1575,Ставропольский край,2015,123.41,0.3200699357998887,217921.9,103.6,58.8,3253.03,105.7,2857.7
1576,Ставропольский край,2016,125.36,0.4146824035268305,248733.1,110.0,59.1,3474.36,109.7,2872.1
1577,Ставропольский край,2017,125.29,0.2659942537446838,255795.5,99.0,59.3,3502.77,100.4,2879.5
1578,Ставропольский край,2018,173.27,0.3966757294887275,272029.1,95.4,59.6,3533.43,97.3,2884.9
1579,Ставропольский край,2019,159.1,0.3066443212743868,286479.7,98.2,60.1,2845.62,98.4,2904.1
1580,Ставропольский край,2020,164.96,0.3588919034476847,291614.2,83.0,60.3,2420.29,104.7,2904.2
1581,Ставропольский край,2021,115.78,0.147026270795726,357475.0,131.8,60.6,3538.64,113.5,2902.5
1582,Ставропольский край,2022,116.41,0.2052019491893141,414255.4,102.6,60.7,2606.32,103.1,2891.2
1583,Ставропольский край,2023,116.0,0.1441753394660727,464200.0,100.8,60.8,3028.0,106.4,2886.1
1584,Тамбовская область,2000,67.0,0.2328528731405506,19133.8,100.3,57.1,217.0,106.8,1213.6
1585,Тамбовская область,2001,61.0,0.2560910488763647,25830.2,115.9,57.2,202.0,108.1,1193.4
1586,Тамбовская область,2002,59.0,0.3260441464555836,32858.4,100.1,57.3,185.0,103.9,1174.2
1587,Тамбовская область,2003,55.0,0.2382668091651254,40133.5,108.1,57.5,183.0,105.4,1161.9
1588,Тамбовская область,2004,61.0,0.3550048436811977,49098.8,92.9,57.7,181.0,105.2,1150.8
1589,Тамбовская область,2005,59.0,0.4705461622138245,55573.9,109.5,57.9,187.0,102.6,1138.6
1590,Тамбовская область,2006,53.0,0.4070257828503802,70416.2,106.6,58.1,160.0,108.4,1127.0
1591,Тамбовская область,2007,19.0,0.4858354803299899,94532.5,102.0,58.2,149.0,110.7,1116.4
1592,Тамбовская область,2008,17.0,0.2802500910324738,108653.3,123.3,58.4,124.0,100.2,1107.8
1593,Тамбовская область,2009,13.0,0.7689744791632281,123512.0,99.9,58.5,108.0,100.0,1099.7
1594,Тамбовская область,2010,13.0,0.2901216379990883,131456.7,72.1,58.7,100.0,102.5,1089.7
1595,Тамбовская область,2011,9.0,0.319111904161456,159557.4,164.4,58.7,99.0,116.4,1082.3
1596,Тамбовская область,2012,41.76,2.2388892129355265,188466.7,107.6,58.8,96.52,112.9,1075.4
1597,Тамбовская область,2013,39.49,1.5213063271386191,220457.3,125.0,59.1,95.4,106.2,1068.7
1598,Тамбовская область,2014,37.95,0.7655729871366485,268146.6,104.9,59.3,95.47,108.5,1061.9
1599,Тамбовская область,2015,41.37,0.7793563140557928,300421.9,109.7,59.5,93.04,104.5,1049.8
1600,Тамбовская область,2016,40.77,0.4939346286016554,306886.8,94.0,59.7,96.04,103.5,1039.7
1601,Тамбовская область,2017,44.79,0.9543123487861088,309326.8,113.5,60.0,98.53,109.7,1033.0
1602,Тамбовская область,2018,44.66,0.3240018671071707,343885.1,100.6,60.1,100.56,113.5,1015.3
1603,Тамбовская область,2019,42.99,0.3606793584653373,350037.9,106.5,60.2,97.89,102.0,1005.8
1604,Тамбовская область,2020,40.82,0.7098347493360286,376475.5,109.4,60.2,94.63,104.4,993.0
1605,Тамбовская область,2021,42.83,0.4416206975714728,449246.4,95.5,60.2,95.64,103.9,979.1
1606,Тамбовская область,2022,40.37,0.1994162974464121,487060.1,104.5,60.4,99.76,104.4,966.3
1607,Тамбовская область,2023,41.0,0.309974596606082,543700.0,111.1,60.5,107.0,112.3,956.3
1608,Тверская область,2000,102.0,0.2205760431905062,23073.1,96.2,72.8,1516.0,101.5,1519.6
1609,Тверская область,2001,95.0,0.2711550576336982,31209.8,100.4,73.0,1490.0,105.0,1491.4
1610,Тверская область,2002,88.0,0.6070091831351848,37695.3,90.3,73.2,1523.0,103.3,1465.6
1611,Тверская область,2003,86.0,0.5576765161986068,47233.8,90.6,73.2,1283.0,100.7,1447.8
1612,Тверская область,2004,77.0,0.336335098743777,61158.4,93.4,73.4,1265.0,104.8,1432.6
1613,Тверская область,2005,79.0,0.8102013057109891,68048.7,93.5,73.3,1288.0,108.9,1415.3
1614,Тверская область,2006,91.0,0.0270783378008507,90517.8,97.7,73.6,1525.0,113.7,1398.9
1615,Тверская область,2007,101.0,0.0794400729069065,112021.5,99.7,73.9,1614.0,108.8,1387.0
1616,Тверская область,2008,99.0,1.3215843314281557,139216.2,98.5,74.2,1553.0,104.0,1375.4
1617,Тверская область,2009,92.0,3.7565722581656864,144257.9,97.0,74.5,1304.0,77.9,1365.3
1618,Тверская область,2010,99.0,4.544359966375182,161305.0,94.2,74.8,1494.0,107.2,1350.1
1619,Тверская область,2011,93.0,3.5171844922826017,189512.2,127.9,74.9,1501.0,105.9,1341.8
1620,Тверская область,2012,90.41,0.6064154852630286,200414.7,92.8,74.9,1368.15,111.0,1333.3
1621,Тверская область,2013,90.07,0.0382014616840303,224784.0,98.2,74.9,1399.22,102.1,1324.1
1622,Тверская область,2014,85.51,0.1310967767610447,240072.5,97.8,75.2,1560.57,96.7,1313.5
1623,Тверская область,2015,83.59,0.1576199274307072,251962.5,119.4,75.4,1327.77,97.7,1302.8
1624,Тверская область,2016,77.99,0.1360672042922824,306032.3,110.3,75.7,1369.21,104.5,1294.5
1625,Тверская область,2017,77.76,0.0782365812754132,326641.0,100.6,75.8,1224.22,102.8,1281.2
1626,Тверская область,2018,73.58,0.0736785011850793,369778.1,102.9,76.0,1105.51,111.2,1266.6
1627,Тверская область,2019,68.34,,387043.4,107.1,76.2,996.91,103.1,1257.0
1628,Тверская область,2020,65.91,0.105172820911506,389464.4,97.9,76.3,1021.2,98.2,1241.8
1629,Тверская область,2021,73.18,0.0209563925862879,457517.7,97.4,76.3,1218.74,104.4,1226.0
1630,Тверская область,2022,69.14,0.0398097232439199,516488.8,115.6,76.3,1102.27,98.2,1211.2
1631,Тверская область,2023,69.0,0.0438326009964327,622900.0,116.5,76.3,1220.0,115.5,1199.7
1632,Томская область,2000,18.0,1.6349042292085496,38386.0,110.2,67.3,605.0,114.09,1054.3
1633,Томская область,2001,19.0,1.8497423787409428,54221.6,95.9,67.6,615.0,111.93,1049.8
1634,Томская область,2002,19.0,1.072365812011066,72107.4,95.4,67.8,584.0,114.46,1045.5
1635,Томская область,2003,18.0,0.7987803383245282,93193.8,107.9,68.1,628.0,114.59,1037.9
1636,Томская область,2004,17.0,0.7296965477769817,128090.8,100.7,68.3,616.0,108.4,1029.9
1637,Томская область,2005,12.0,0.2189559683791989,155365.2,94.0,68.6,618.0,89.3,1024.3
1638,Томская область,2006,9.0,0.3736326189468577,184433.6,100.0,69.0,625.0,99.2,1023.1
1639,Томская область,2007,9.0,0.6386545105297756,209319.9,104.7,69.3,634.0,98.2,1026.3
1640,Томская область,2008,8.0,0.8111486977825381,241911.3,109.7,69.6,558.0,100.0,1031.5
1641,Томская область,2009,9.0,1.2578402153222656,237293.3,101.3,70.0,526.0,97.9,1040.3
1642,Томская область,2010,14.0,0.522569462130199,272576.5,105.7,70.3,531.0,105.3,1048.5
1643,Томская область,2011,26.0,0.8550155816795987,317117.5,99.6,70.8,495.0,107.0,1057.2
1644,Томская область,2012,24.19,0.9036838272724604,350378.4,94.9,71.0,580.57,103.9,1063.2
1645,Томская область,2013,26.57,1.4870818837640207,377681.6,107.1,71.3,491.02,100.7,1068.6
1646,Томская область,2014,26.28,1.2570431950594376,401944.9,98.5,71.7,488.79,100.5,1072.4
1647,Томская область,2015,23.65,1.684594784632396,439250.5,102.9,71.8,392.07,108.0,1074.3
1648,Томская область,2016,23.09,1.7226029630923323,484654.7,95.9,71.9,397.94,102.2,1075.9
1649,Томская область,2017,22.77,0.6585615949237539,515560.3,113.9,71.9,388.17,98.9,1074.8
1650,Томская область,2018,24.15,0.3532217551769446,570191.3,102.8,71.9,381.21,99.6,1073.4
1651,Томская область,2019,214.13,2.081631665521936,575297.1,96.2,71.7,401.8,100.3,1074.7
1652,Томская область,2020,180.67,0.3690050967839431,517023.0,105.8,71.3,332.19,89.7,1065.3
1653,Томская область,2021,182.32,1.244722642215129,679724.8,99.8,71.4,340.63,106.3,1062.7
1654,Томская область,2022,163.46,0.4821464921200047,765634.7,103.2,71.3,373.35,97.8,1052.1
1655,Томская область,2023,140.0,0.2846591821968429,870900.0,94.6,71.2,331.0,103.8,1043.4
1656,Тульская область,2000,249.0,0.2036194791887079,24291.8,108.3,81.4,375.0,116.6,1719.7
1657,Тульская область,2001,257.0,0.0648353601355234,30988.5,101.2,81.5,378.0,111.6,1694.0
1658,Тульская область,2002,263.0,0.1029532394831257,38894.3,99.8,81.6,387.0,101.6,1669.8
1659,Тульская область,2003,259.0,0.2856876747211381,43541.9,102.4,81.7,386.0,101.9,1649.2
1660,Тульская область,2004,261.0,0.2358396996808882,53715.1,92.4,81.8,385.0,112.2,1631.8
1661,Тульская область,2005,252.0,0.2408725774643524,71587.4,104.3,79.8,359.0,104.9,1615.2
1662,Тульская область,2006,236.0,0.2418333507920762,88476.2,97.6,79.8,365.0,109.1,1600.1
1663,Тульская область,2007,216.0,0.0826530676712371,109225.6,106.3,79.8,332.0,107.1,1588.0
1664,Тульская область,2008,201.0,0.1545612408881339,146465.6,111.7,79.8,307.0,101.5,1576.4
1665,Тульская область,2009,192.0,0.913985038529648,136851.6,104.3,79.7,285.0,90.0,1564.7
1666,Тульская область,2010,196.0,0.3484525470775477,152571.7,77.4,79.4,283.0,110.9,1550.3
1667,Тульская область,2011,187.0,0.237017528627519,180539.6,112.8,78.7,271.0,120.0,1550.1
1668,Тульская область,2012,184.54,0.9775915908062036,201203.5,105.5,78.0,264.04,108.4,1543.6
1669,Тульская область,2013,186.83,0.6351919405760573,225853.9,93.2,77.4,268.95,110.5,1538.3
1670,Тульская область,2014,171.08,0.2692624554785766,267458.5,111.3,76.9,252.95,104.5,1536.0
1671,Тульская область,2015,163.75,0.3873733136937013,310974.6,105.9,76.3,235.16,111.9,1535.3
1672,Тульская область,2016,161.24,0.3342379004194034,359839.8,103.9,75.9,252.53,112.8,1534.5
1673,Тульская область,2017,160.15,0.501144914701629,387564.9,110.2,75.4,215.0,103.3,1532.9
1674,Тульская область,2018,155.95,0.7452948049006919,435984.3,104.6,75.0,222.22,102.8,1525.8
1675,Тульская область,2019,153.54,0.0390700606037682,444585.1,115.8,74.5,223.9,107.1,1519.0
1676,Тульская область,2020,152.19,0.1049704225320511,471229.0,110.8,73.9,220.72,112.1,1507.6
1677,Тульская область,2021,135.07,0.2536354654449242,590846.4,95.3,73.3,214.81,109.7,1496.7
1678,Тульская область,2022,127.58,0.3840004492756624,674432.0,107.0,73.2,221.3,103.2,1481.5
1679,Тульская область,2023,122.0,0.1073510899524713,778400.0,107.1,73.0,218.0,117.0,1471.1
1680,Тюменская область,2000,83.0,13.396919618506754,25320.1,102.6,60.4,385.0,108.495,3234.3
1681,Тюменская область,2001,79.0,13.42956486623488,32037.2,103.6,60.5,387.0,106.45,3251.5
1682,Тюменская область,2002,76.0,6.541731559883759,41322.8,99.4,60.5,385.0,103.4,3269.9
1683,Тюменская область,2003,72.0,8.920659872687606,50328.850000000006,99.9,60.6,379.0,106.4,3281.7
1684,Тюменская область,2004,75.0,3.753826192471448,64122.2,99.2,62.4,396.0,106.15,3288.3
1685,Тюменская область,2005,86.0,3.583483100136786,77591.9,100.3,62.7,456.0,105.6,3293.8
1686,Тюменская область,2006,100.0,2.952630189161398,100203.4,102.7,63.1,421.0,108.0,3306.7
1687,Тюменская область,2007,100.0,2.428518110493873,128472.55,98.2,63.6,392.0,109.2,3330.6
1688,Тюменская область,2008,100.0,2.98293317861516,155716.6,101.1,64.0,404.0,105.6,3351.7
1689,Тюменская область,2009,100.0,0.0700436622143225,152408.35,103.9,59.9,443.0,108.4,3378.8
1690,Тюменская область,2010,103.0,0.1175538308700532,181042.4,95.3,60.5,404.0,122.3,3405.3
1691,Тюменская область,2011,104.0,0.1903336718348338,521208.9,112.7,61.5,367.0,116.5,3461.1
1692,Тюменская область,2012,91.84,0.5030667768171545,529439.4,88.5,62.4,368.0,113.2,3514.0
1693,Тюменская область,2013,82.04,1.4523292659235107,600110.8,99.3,63.4,347.13,115.1,3551.2
1694,Тюменская область,2014,88.71,1.9087531195903915,558500.3,99.0,63.9,392.9100000000002,112.9,3587.6
1695,Тюменская область,2015,86.63000000000002,0.4767942310335899,619391.4,96.6,64.3,455.0000000000002,109.7,3623.5
1696,Тюменская область,2016,86.0,0.4698447842694,648871.3,98.5,65.1,379.74,104.2,3669.9
1697,Тюменская область,2017,84.0,0.694616827212317,713731.0,105.2,65.8,357.84,103.4,3704.6
1698,Тюменская область,2018,82.6,0.2884246689840108,853161.0,100.0,66.3,392.0000000000001,110.2,3738.5
1699,Тюменская область,2019,84.79,0.2705306024337983,787838.4,102.7,66.8,404.1299999999997,107.9,3773.2
1700,Тюменская область,2020,82.71000000000002,1.3607886976686832,739208.2,96.2,67.2,424.19,113.9,3796.4
1701,Тюменская область,2021,83.85,0.1891869544708587,985846.5,98.4,67.6,419.21,104.4,3827.7
1702,Тюменская область,2022,89.66,0.1431881591484201,1071252.3,117.2,67.7,388.06,95.2,3851.3
1703,Тюменская область,2023,86.0,0.1330880555193983,1202400.0,93.5,67.7,384.0,109.2,3890.8
1704,Удмуртская Республика,2000,27.0,0.3706618593290988,33488.8,94.6,69.6,317.0,91.9,1588.0
1705,Удмуртская Республика,2001,27.0,0.4460813956681322,41407.0,109.1,69.7,317.0,106.4,1578.2
1706,Удмуртская Республика,2002,25.0,0.4218996940506443,49800.6,98.9,69.7,298.0,98.7,1568.2
1707,Удмуртская Республика,2003,26.0,0.179927331540021,56904.4,103.2,69.9,284.0,107.6,1561.1
1708,Удмуртская Республика,2004,28.0,0.1716142814214776,64732.3,97.2,69.8,294.0,104.2,1554.3
1709,Удмуртская Республика,2005,28.0,0.2305120243322454,90316.3,102.4,70.0,289.0,100.5,1545.8
1710,Удмуртская Республика,2006,30.0,0.3305802600569613,106891.0,105.7,70.3,292.0,101.5,1538.6
1711,Удмуртская Республика,2007,27.0,0.2732123041672299,133904.7,99.7,70.4,299.0,97.4,1533.0
1712,Удмуртская Республика,2008,25.0,0.560978548998398,158850.7,103.5,69.2,293.0,100.7,1528.2
1713,Удмуртская Республика,2009,23.0,0.3545273347902882,151268.7,101.5,69.3,272.0,95.1,1525.1
1714,Удмуртская Республика,2010,105.0,0.0926634717044076,180316.9,84.9,68.7,301.0,106.1,1520.4
1715,Удмуртская Республика,2011,127.0,0.0671377803704938,221393.0,120.7,68.4,305.0,110.1,1514.8
1716,Удмуртская Республика,2012,117.12,0.3559555741186487,246402.0,97.1,64.5,291.03,102.6,1511.0
1717,Удмуртская Республика,2013,112.19,0.2688996076286314,268445.7,95.3,64.8,280.52,101.8,1507.3
1718,Удмуртская Республика,2014,116.07,0.2149226687713586,299199.0,110.7,65.0,281.96,99.2,1504.4
1719,Удмуртская Республика,2015,133.26,0.2095859882571384,344742.8,99.4,65.1,294.45,102.6,1500.8
1720,Удмуртская Республика,2016,109.47,0.3173771023058464,380430.8,98.7,65.2,292.28,106.8,1497.2
1721,Удмуртская Республика,2017,85.76,0.2018946533125599,396367.8,99.3,65.3,274.27,97.7,1490.1
1722,Удмуртская Республика,2018,93.1,0.1369296564735449,457661.1,101.0,65.5,270.58,102.0,1481.3
1723,Удмуртская Республика,2019,93.05,0.1806848208332065,489587.1,99.2,65.6,275.7,101.5,1471.6
1724,Удмуртская Республика,2020,76.62,0.2185689827427353,466779.7,104.3,65.7,251.1,95.2,1460.9
1725,Удмуртская Республика,2021,74.61,0.1453114149461885,596319.8,98.2,65.7,259.91,108.9,1448.9
1726,Удмуртская Республика,2022,74.21,0.1968954474245584,668044.0,104.1,65.8,268.5,103.7,1442.2
1727,Удмуртская Республика,2023,68.0,0.3486406704214334,766800.0,99.0,65.8,234.0,113.6,1434.6
1728,Ульяновская область,2000,149.0,0.4064257767548906,21411.5,100.8,73.0,185.0,97.4,1413.6
1729,Ульяновская область,2001,130.0,0.3358503874119636,27453.2,109.5,73.1,189.0,90.3,1395.9
1730,Ульяновская область,2002,127.0,0.3260586290693346,32922.8,97.0,73.2,208.0,107.2,1378.9
1731,Ульяновская область,2003,109.0,0.6270798034948346,40195.3,94.0,72.8,195.0,106.4,1366.9
1732,Ульяновская область,2004,105.0,0.4056754714744966,49606.5,94.9,72.9,179.0,99.8,1354.6
1733,Ульяновская область,2005,115.0,0.5826116469192548,59804.8,100.0,73.0,181.0,109.8,1340.3
1734,Ульяновская область,2006,115.0,0.6417093426895263,76474.6,103.4,73.2,175.0,104.5,1325.9
1735,Ульяновская область,2007,118.0,1.0643768417709234,94375.6,98.6,73.4,174.0,108.5,1316.2
1736,Ульяновская область,2008,113.0,0.3830723724335563,114808.0,114.2,73.5,166.0,100.8,1308.7
1737,Ульяновская область,2009,106.0,0.3512358717229593,118179.9,101.2,73.3,154.0,75.2,1301.7
1738,Ульяновская область,2010,111.0,0.7690737081410316,137518.4,70.8,73.6,182.0,114.4,1290.5
1739,Ульяновская область,2011,115.0,0.0598351966958864,173978.3,179.3,73.8,157.0,112.1,1280.8
1740,Ульяновская область,2012,110.48,0.2152965566036363,188459.0,87.9,74.1,165.5,102.5,1272.1
1741,Ульяновская область,2013,105.41,0.1852744199055594,209206.7,106.3,74.3,157.08,99.4,1264.1
1742,Ульяновская область,2014,100.45,0.254689496219982,221102.6,98.6,74.6,159.74,102.9,1257.9
1743,Ульяновская область,2015,121.9,0.2613772176809508,242632.5,94.9,74.9,128.3,102.4,1251.9
1744,Ульяновская область,2016,124.94,0.0705152979373203,293809.4,117.0,75.2,125.02,101.3,1246.0
1745,Ульяновская область,2017,101.19,0.1659305510609002,301710.0,106.5,75.5,120.13,106.6,1238.7
1746,Ульяновская область,2018,93.78,0.0551519439819548,313348.9,96.5,75.9,117.6,100.9,1229.4
1747,Ульяновская область,2019,94.03,0.0317320932263769,347071.2,104.5,76.1,113.38,102.1,1219.7
1748,Ульяновская область,2020,88.91,0.0869029673856166,361772.2,115.8,76.4,113.03,96.4,1207.1
1749,Ульяновская область,2021,91.44,0.0007413975757282,423969.7,84.5,76.8,114.44,111.8,1191.7
1750,Ульяновская область,2022,90.08,0.000592027398335,496339.6,124.2,77.0,112.44,95.3,1181.0
1751,Ульяновская область,2023,87.0,0.0006260062006827,572400.0,93.7,77.1,116.0,115.1,1172.8
1752,Хабаровский край,2000,231.0,0.7044176384524684,44171.2,96.0,80.6,465.0,124.7,1459.9
1753,Хабаровский край,2001,236.0,0.6656527915986056,54983.9,104.7,80.6,467.0,112.3,1446.1
1754,Хабаровский край,2002,220.0,0.1929338951751929,70162.9,100.2,80.6,447.0,105.1,1434.2
1755,Хабаровский край,2003,221.0,0.3436799603844973,81613.4,96.5,80.7,443.0,110.36,1416.2
1756,Хабаровский край,2004,222.0,0.2058088734385605,94795.1,96.4,81.0,404.0,101.7,1396.8
1757,Хабаровский край,2005,217.0,0.4126619783317535,116257.5,94.6,81.3,397.0,104.5,1376.3
1758,Хабаровский край,2006,209.0,0.9462492458545164,141994.7,97.8,81.6,362.0,89.3,1359.9
1759,Хабаровский край,2007,203.0,1.4823626461997153,170398.0,97.1,81.7,349.0,110.1,1354.9
1760,Хабаровский край,2008,196.0,0.6246759586386139,198951.6,102.1,81.7,357.0,92.6,1351.1
1761,Хабаровский край,2009,193.0,0.7526802539876069,205081.0,99.4,81.8,370.0,93.2,1349.2
1762,Хабаровский край,2010,191.0,0.3164223962026107,262685.8,97.3,81.8,369.0,111.0,1342.9
1763,Хабаровский край,2011,188.0,0.6454623215251873,297709.4,100.2,81.9,368.0,116.9,1341.6
1764,Хабаровский край,2012,175.52,1.817326389863977,326613.3,99.5,82.2,369.34,109.6,1340.5
1765,Хабаровский край,2013,177.9,4.249380204117035,371974.6,92.3,82.4,365.31,102.2,1337.5
1766,Хабаровский край,2014,167.26,1.0199867096427773,403598.0,101.0,82.6,358.94,102.5,1335.2
1767,Хабаровский край,2015,171.19,1.52367108470519,446937.5,87.7,82.8,368.38,102.0,1331.0
1768,Хабаровский край,2016,172.24,0.6066486149623198,505753.3,89.7,82.9,364.16,101.8,1329.1
1769,Хабаровский край,2017,171.31,0.9856151792890904,526220.9,102.5,83.1,369.53,109.1,1323.6
1770,Хабаровский край,2018,189.82,1.2056683576920473,576902.1,100.4,83.1,389.04,100.3,1316.7
1771,Хабаровский край,2019,181.98,1.1521547769317932,613006.2,81.3,83.2,381.63,102.5,1310.4
1772,Хабаровский край,2020,157.93,0.7112172787455503,657755.0,105.4,83.3,376.88,100.2,1295.1
1773,Хабаровский край,2021,152.23,0.9351869546237744,786590.9,97.6,83.5,347.21,110.0,1292.8
1774,Хабаровский край,2022,161.78,2.315211659720671,828825.8,90.5,83.5,364.07,103.2,1284.1
1775,Хабаровский край,2023,174.0,1.619812319401924,985400.0,94.4,83.5,367.0,100.0,1278.1
1776,Ханты-Мансийский автономный округ — Югра,2000,33.0,1.344555054179785,25320.1,101.7,91.2,876.0,105.2,1383.4
1777,Ханты-Мансийский автономный округ — Югра,2001,33.0,1.6494234523618752,32037.2,102.0,90.9,847.0,106.1,1411.9
1778,Ханты-Мансийский автономный округ — Югра,2002,35.0,0.7282393048842183,41322.8,60.8,90.9,721.0,107.5,1437.7
1779,Ханты-Мансийский автономный округ — Югра,2003,38.0,1.1029273178079186,496127.8,185.0,90.8,909.0,112.7,1453.5
1780,Ханты-Мансийский автономный округ — Югра,2004,31.0,0.7487383607867212,655886.9,97.9,90.8,1054.0,108.6,1462.2
1781,Ханты-Мансийский автономный округ — Югра,2005,31.0,0.8239504896572724,955182.6,111.5,90.8,1199.0,104.2,1467.8
1782,Ханты-Мансийский автономный округ — Югра,2006,33.0,0.5972363289538636,1083321.7,103.9,91.0,1340.0,103.8,1475.2
1783,Ханты-Мансийский автономный округ — Югра,2007,38.0,0.4387771226984132,1165266.9,87.2,91.1,1351.0,101.5,1491.2
1784,Ханты-Мансийский автономный округ — Югра,2008,42.0,0.5008758031284058,1293353.6,108.0,91.3,1560.0,99.7,1504.3
1785,Ханты-Мансийский автономный округ — Югра,2009,46.0,0.3979092210547053,1175747.8,106.0,91.4,1184.0,97.5,1521.2
1786,Ханты-Мансийский автономный округ — Югра,2010,55.0,1.2260490148820624,1289497.0,99.3,91.5,1185.0,98.6,1537.2
1787,Ханты-Мансийский автономный округ — Югра,2011,39.0,0.8087501543783673,1574827.3,108.4,91.6,1439.0,98.7,1562.2
1788,Ханты-Мансийский автономный округ — Югра,2012,40.84,0.9985672995164744,1717564.9,102.7,91.7,1388.39,98.6,1586.0
1789,Ханты-Мансийский автономный округ — Югра,2013,77.61,0.893911720485677,1713073.1,101.7,91.8,1467.77,98.4,1600.3
1790,Ханты-Мансийский автономный округ — Югра,2014,545.07,0.5851519117871361,1778654.0,97.6,91.9,2410.87,98.7,1616.2
1791,Ханты-Мансийский автономный округ — Югра,2015,462.99,0.6753341020571367,1942026.4,100.6,91.9,2819.43,97.5,1632.0
1792,Ханты-Мансийский автономный округ — Югра,2016,891.4,0.3660170333081975,1906072.7,103.7,92.0,3468.26,100.5,1652.4
1793,Ханты-Мансийский автономный округ — Югра,2017,86.21,0.3355028217357719,2146291.8,105.0,91.9,3337.26,99.1,1662.5
1794,Ханты-Мансийский автономный округ — Югра,2018,83.97,0.1727987751322757,2702932.4,101.1,92.0,3370.7,100.1,1672.3
